,systemloanid,loannumber,loanamount,totaldue,termdays,good_bad_flag,bank_account_type,birthdate,bank_name_clients_Access Bank,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_FCMB,bank_name_clients_Fidelity Bank,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Keystone Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Standard Chartered,bank_name_clients_Sterling Bank,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Unity Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank
3286,301992158,2,10000.0,13000.0,30,1,2.0,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3287,301999018,3,10000.0,13000.0,30,0,2.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3288,301981405,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3289,301969453,3,10000.0,13000.0,30,0,2.0,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3290,301992692,10,30000.0,34500.0,30,1,3.0,39.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3291,301966808,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3292,301970846,4,15000.0,18375.0,30,1,2.0,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3293,301968352,9,40000.0,44000.0,30,1,3.0,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3294,302002378,3,10000.0,13000.0,30,1,2.0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3295,301996498,2,10000.0,11500.0,15,1,2.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3296,301998211,2,10000.0,13000.0,30,1,2.0,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3297,301977280,4,10000.0,13000.0,30,1,2.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3298,302002669,8,30000.0,34500.0,30,1,3.0,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3299,301958838,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,301963103,2,10000.0,13000.0,30,0,2.0,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,301997037,2,10000.0,13000.0,30,0,2.0,49.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3302,301975490,10,20000.0,22250.0,15,0,3.0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,301960481,3,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3304,301998947,2,10000.0,11500.0,15,0,2.0,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3305,301976551,8,20000.0,24500.0,30,1,2.0,39.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3306,301980605,2,10000.0,13000.0,30,0,2.0,43.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3307,301995953,5,20000.0,24500.0,30,1,3.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3308,301965099,9,30000.0,34500.0,30,1,3.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3309,301968206,5,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,301971866,2,10000.0,13000.0,30,1,2.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3311,301985452,11,40000.0,48000.0,60,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,301976838,13,50000.0,57500.0,90,1,3.0,36.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3313,301997384,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3314,301999752,5,20000.0,24500.0,30,1,2.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3315,301998124,5,20000.0,24500.0,30,1,2.0,43.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3316,301987811,3,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3317,301990870,2,10000.0,13000.0,30,1,2.0,34.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3318,301988133,2,10000.0,11500.0,15,1,2.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3319,301988757,8,30000.0,34500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3320,302001385,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3321,301979834,6,20000.0,22250.0,15,1,1.0,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3322,301960432,2,10000.0,13000.0,30,1,2.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3323,301969498,2,10000.0,11500.0,15,0,2.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3324,302002515,5,10000.0,12250.0,30,0,2.0,28.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3325,301988655,2,10000.0,13000.0,30,1,3.0,38.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3326,301968478,7,20000.0,22250.0,15,0,2.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3327,301960509,4,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,301960179,4,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,301959963,3,10000.0,13000.0,30,1,2.0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,301991875,2,10000.0,11500.0,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3331,301960025,9,40000.0,44000.0,30,1,3.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3332,301964481,6,20000.0,24500.0,30,1,2.0,33.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3333,301968254,4,20000.0,24500.0,30,1,2.0,38.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,301998919,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3335,301983195,2,10000.0,13000.0,30,1,2.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3336,302002291,12,10000.0,11500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3337,301993718,10,30000.0,34500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3338,301966173,6,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,301959777,2,10000.0,13000.0,30,0,2.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3340,301996102,7,30000.0,39000.0,60,1,2.0,43.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3341,301981569,3,10000.0,13000.0,30,1,2.0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3342,301983769,3,10000.0,11500.0,15,1,2.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3343,301976358,6,20000.0,24500.0,30,1,2.0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3344,301989751,2,10000.0,13000.0,30,1,2.0,28.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3345,301989632,5,20000.0,24500.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3346,301973344,8,30000.0,34500.0,30,1,2.0,37.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3347,301962898,3,10000.0,13000.0,30,1,2.0,38.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3348,301970439,5,15000.0,18375.0,30,1,2.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3349,301962804,3,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3350,301999773,6,20000.0,24500.0,30,1,2.0,43.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3351,301974387,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3352,301961187,9,30000.0,34500.0,30,0,3.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3353,301992076,14,40000.0,44000.0,30,0,3.0,43.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3354,301987057,16,20000.0,20500.0,15,1,3.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3355,301991501,16,40000.0,44000.0,30,1,2.0,35.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3356,301959815,12,30000.0,33000.0,30,1,2.0,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3357,301985870,9,10000.0,10750.0,15,1,3.0,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3358,301983593,3,10000.0,13000.0,30,1,2.0,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3359,301958876,11,40000.0,48000.0,60,1,3.0,54.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3360,301992509,9,40000.0,44000.0,30,1,3.0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361,301982441,8,20000.0,24500.0,30,1,2.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3362,301988907,7,30000.0,39000.0,60,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3363,301977053,10,30000.0,34500.0,30,1,3.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,301966607,2,10000.0,13000.0,30,1,2.0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3365,301967561,4,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3366,301966351,15,50000.0,52500.0,30,1,3.0,45.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3367,301962614,9,30000.0,34500.0,30,1,3.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3368,302002005,7,20000.0,24500.0,30,1,3.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3369,301971321,2,10000.0,13000.0,30,1,2.0,49.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3370,301991503,11,40000.0,44000.0,30,1,2.0,42.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3371,301973804,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,301966209,6,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,302002663,2,10000.0,13000.0,30,1,3.0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3374,301971437,9,30000.0,34500.0,30,1,2.0,37.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3375,301995875,2,10000.0,13000.0,30,1,2.0,41.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3376,301979078,2,10000.0,13000.0,30,1,2.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,301969187,3,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,301970669,4,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,301961051,6,20000.0,24500.0,30,1,2.0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3380,301976053,2,10000.0,13000.0,30,1,2.0,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,301995806,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3382,301971919,2,10000.0,13000.0,30,1,2.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3383,302001727,7,30000.0,34500.0,30,1,2.0,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3384,301960547,8,40000.0,44000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3385,301970251,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3386,301982160,2,10000.0,13000.0,30,0,2.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3387,301958758,8,30000.0,34500.0,30,1,2.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3388,301996458,3,10000.0,13000.0,30,1,2.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3389,301965255,3,10000.0,13000.0,30,1,2.0,25.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3390,301998654,3,10000.0,11500.0,15,1,2.0,28.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3391,302001116,10,30000.0,34500.0,30,1,2.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3392,301997974,10,30000.0,34500.0,30,1,2.0,51.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3393,302000450,2,10000.0,13000.0,30,1,2.0,37.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3394,301981848,3,20000.0,22250.0,15,1,2.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3395,301959311,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3396,301987128,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3397,301994172,10,40000.0,44000.0,30,1,3.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3398,301969267,3,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3399,301975480,7,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,301970342,10,30000.0,34500.0,30,1,2.0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3401,301966550,9,30000.0,34500.0,30,1,2.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3402,301974920,8,15000.0,17250.0,30,1,3.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3403,302000284,2,10000.0,13000.0,30,1,2.0,44.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,302002315,9,30000.0,34500.0,30,1,2.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3405,301979118,13,50000.0,55000.0,60,1,2.0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406,301977723,3,10000.0,13000.0,30,1,2.0,38.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3407,301990159,2,10000.0,13000.0,30,1,2.0,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3408,301988062,14,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3409,301993083,6,10000.0,11500.0,15,0,2.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3410,301966611,9,30000.0,34500.0,30,1,2.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3411,301962498,5,20000.0,24500.0,30,1,2.0,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3412,301959951,10,30000.0,39000.0,60,1,2.0,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3413,301963340,2,10000.0,13000.0,30,1,2.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3414,301976051,11,20000.0,22000.0,30,1,2.0,34.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3415,301998671,6,20000.0,24500.0,30,1,3.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3416,301972480,7,20000.0,24500.0,30,1,2.0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3417,301964977,12,40000.0,48000.0,60,1,2.0,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3418,301973011,10,30000.0,39000.0,60,1,3.0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3419,301987802,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3420,301985001,3,10000.0,13000.0,30,1,2.0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3421,301964192,4,20000.0,24500.0,30,1,2.0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3422,302003275,5,20000.0,24500.0,30,1,2.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3423,301995261,4,10000.0,11500.0,15,0,2.0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3424,302003113,5,10000.0,11500.0,15,1,2.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3425,301971167,3,10000.0,13000.0,30,1,2.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3426,301996484,3,10000.0,11500.0,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3427,301975808,2,10000.0,11500.0,15,0,2.0,37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,301985137,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3429,301963434,2,10000.0,13000.0,30,0,2.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3430,301966910,6,10000.0,13000.0,30,0,2.0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3431,301985263,3,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3432,301994155,14,15000.0,16500.0,30,1,3.0,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3433,302000064,3,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3434,301999795,12,40000.0,44000.0,30,1,3.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3435,301996217,2,10000.0,13000.0,30,1,2.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3436,301995307,10,30000.0,34500.0,30,1,2.0,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3437,301967286,12,40000.0,48000.0,60,1,3.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3438,301998887,2,10000.0,11500.0,15,1,2.0,39.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3439,301976557,3,10000.0,13000.0,30,1,2.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3440,301964276,9,40000.0,48000.0,60,1,2.0,34.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3441,301959954,3,20000.0,24500.0,30,1,2.0,32.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3442,301960716,4,10000.0,13000.0,30,1,2.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3443,301963610,15,40000.0,44000.0,30,1,3.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3444,301962774,5,20000.0,24500.0,30,1,3.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3445,301982507,3,10000.0,11500.0,15,1,2.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3446,301995624,5,10000.0,12250.0,30,1,3.0,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,301987807,8,10000.0,10750.0,15,1,3.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3448,302001249,4,10000.0,13000.0,30,1,2.0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3449,301993071,3,10000.0,13000.0,30,1,2.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3450,302001085,2,10000.0,11500.0,15,1,2.0,39.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3451,301973944,8,30000.0,39000.0,60,1,2.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3452,302001274,3,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3453,301973857,4,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3454,301995288,6,10000.0,11500.0,15,0,2.0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3455,301990690,12,40000.0,48000.0,60,1,3.0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3456,301977975,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3457,301959997,3,10000.0,13000.0,30,1,2.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3458,301982457,3,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,301959633,5,20000.0,22250.0,15,1,2.0,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3460,302000521,3,10000.0,13000.0,30,1,2.0,42.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3461,301960803,6,30000.0,34500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,301962242,6,20000.0,24500.0,30,1,2.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3463,301982546,10,20000.0,21000.0,15,1,2.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3464,301986753,2,10000.0,13000.0,30,1,2.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3465,301969455,4,20000.0,24500.0,30,1,2.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3466,301960191,4,20000.0,24500.0,30,1,2.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3467,301986880,2,10000.0,13000.0,30,1,2.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3468,301999547,9,40000.0,48000.0,60,0,2.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3469,301973992,4,20000.0,24500.0,30,0,2.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3470,301983368,2,10000.0,13000.0,30,0,2.0,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3471,301963581,5,10000.0,13000.0,30,0,2.0,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,301978763,3,10000.0,13000.0,30,0,2.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3473,301999182,5,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3474,301961152,5,20000.0,24500.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3475,301966881,7,30000.0,34500.0,30,0,2.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3476,301995141,4,20000.0,24500.0,30,1,3.0,32.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3477,301970192,7,40000.0,43500.0,30,1,2.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3478,301975894,3,10000.0,13000.0,30,1,3.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3479,301985891,14,30000.0,34500.0,30,1,3.0,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3480,301992985,6,30000.0,34500.0,30,1,2.0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3481,301998632,14,40000.0,44000.0,30,1,3.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3482,301962554,7,30000.0,34500.0,30,1,3.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3483,301972628,10,40000.0,44000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3484,301975479,6,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3485,301993010,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3486,301989081,2,10000.0,13000.0,30,1,2.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3487,301976481,4,20000.0,22250.0,15,1,2.0,39.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3488,301993292,2,10000.0,13000.0,30,1,2.0,23.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3489,302000001,6,20000.0,22250.0,15,0,2.0,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3490,301983635,8,30000.0,33000.0,30,1,2.0,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3491,301994133,8,20000.0,22250.0,15,0,2.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3492,301994512,5,20000.0,24500.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3493,301960896,2,10000.0,13000.0,30,0,2.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
